"(False, False, False, False, False, False, True, False, False, True, True, False)","[0.16971118220720938, 0.8972232236111244, 1.3969152751645617, 0.28367261991205606]"
"(False, False, False, False, False, False, True, False, True, False, False, False)","[0.2, 0, 0, 0]"
"(False, False, False, False, False, False, True, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, False, True, False, True, False)","[1.7361812119284237, 0.7355948641785933, 0.47352355845880467, 0.5045685955175803]"
"(False, False, False, False, False, False, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, False, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, False, True, False)","[0, 0.0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, False, True, True, False)","[0.3741621001201242, 1.0909372219876463, 0.811797062929206, 0.6271386410684838]"
"(False, False, False, False, False, True, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, True, False, True, False)","[1.133284816706943, 0.6189176541776307, 1.8132133006236593, 0.36834758479203805]"
"(False, False, False, False, False, True, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, False, True, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, False, False, True, False)","[0, 0, 0.599616, 0.057354375148604475]"
"(False, False, False, False, True, False, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, False, True, True, False)","[0.22017298665540708, 1.2231058665540702, 0.702226825271203, 0.109879060201472]"
"(False, False, False, False, True, False, False, False, True, False, False, False)","[2.2539847226165066, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, True, False, True, False)","[0.8249717246098864, 0.8221477171325637, 1.4699236130825315, 0.5442118571205141]"
"(False, False, False, False, True, False, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, False, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, False, True, True, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, False, True, True, False)","[0.5666496365143602, 1.0026695306220128, 1.44149742302948, 0.8543172200667251]"
"(False, False, False, True, False, False, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, True, False, True, False)","[3.2911331773178594, 1.7713959220969389, 2.146963685220495, 2.034864554347876]"
"(False, False, False, True, False, False, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, False, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, False, True, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, False, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, False, True, True, True, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, False, True, False)","[0.12981559916345284, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, False, True, True, False)","[0.14559525273600002, 0.9170823940317849, 1.863057266090253, 0.472363042650639]"
"(False, False, True, False, False, False, False, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, True, False, True, False)","[2.891378111114411, 1.7300765605689992, 2.664340172500306, 1.7670178271210086]"
"(False, False, True, False, False, False, False, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, False, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, True, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, True, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, False, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, False, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, True, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, True, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, True, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, False, True, True, True, True, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, True, False, False, False, False, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, True, False, False, False, False, False, True)","[0, 0, 0, 0]"
"(False, False, True, False, False, True, False, False, False, False, True, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, True, False, False, False, True, False, False)","[0, 0, 0, 0]"
"(False, False, True, False, False, True, False, False, False, True, False, True)","[0, 0, 0, 0]"
